CODFILIAL,SEGMENTO,FATURAMENTO,MARGEM,CLIENTE,Mes
05,FLV NACIONAIS,587.7,34.3327292836481%,MERCADO CONSOLADORA,Fev
21,FLV NACIONAIS,585.4,32.2997300990775%,PIZZA DONNA LU,Jan
16,FLV NACIONAIS,585,-19.1362905982906%,C F A RODRIGUES,Jan
14,ALIMENTOS INDUSTRIALIZADOS,583.2,40.1489883401921%,LAUXEN SUPERMERCADO,Jan
05,FLV NACIONAIS,583.1,34.5308283313325%,MERCEARIA JP,Jan
05,FLV NACIONAIS,583,20.7837358490566%,ZERO HORA FRUTEIRA,Jan
11,FLV NACIONAIS,583,19.3409622641509%,ESSENCIA VERDE,Abr
15,FLV NACIONAIS,583,23.0110463121784%,DALTON YASUO,Mar
05,FLV NACIONAIS,582.75,32.8577314457314%,TIAGO DA CONCEICAO,Abr
04,SEGMENTO ORGANICOS,582.7,43.1091178994337%,VERDURAO SUPERMERCAD,Fev
05,FLV NACIONAIS,582,34.1233556701031%,MERCADO CARVALHO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,582,49.0410618556701%,RESTAURANTE RAFANN,Jan
15,FLV NACIONAIS,582,21.9084587628866%,MARCOS INACIO,Abr
15,FLV NACIONAIS,582,18.2327920962199%,JOSE CARLOS DA SILVA,Mar
09,FLV NACIONAIS,581.8,25.3052973530423%,CASA BRASIL,Mar
09,FLV NACIONAIS,581.75,21.6393639879674%,FRIMESA COOPERATIVA,Abr
05,FLV NACIONAIS,581.38,17.1203120162372%,WILLIAN MARTELO,Jan
05,FLV NACIONAIS,581.01,29.5270184678405%,HOTEL SOLARIS,Mar
09,FLV NACIONAIS,581,34.7739552495697%,RCJ COMERCIO DE PROD,Mar
21,FLV NACIONAIS,580.8,22.7631714876033%,VO ANA BOLOS CASEIRO,Fev
04,SEGMENTO ORGANICOS,580.61,46.569130741806%,MERCEARIA WESSLING,Jan
04,SEGMENTO ORGANICOS,580.5,29.2279603789836%,SUPER SAO JOSE,Mar
04,FLV NACIONAIS,580,41.0557655172414%,SABOR DE MAE,Jan
05,FLV NACIONAIS,580,46.9334879310345%,GSC FABRICA,Abr
12,FLV IMPORTADOS,580,6.77535689655173%,RM HORTIFRUTI,Fev
15,SEGMENTO ORGANICOS,580,22.7325189655172%,CARREFOUR COM E IND,Fev
15,FLV NACIONAIS,580,23.3302155172414%,BRUNO ALVES LOPES,Mar
24,FLV NACIONAIS,580,27.8229%,FRUTARIA DO POVO,Mar
04,SEGMENTO ORGANICOS,579,60.5567392055268%,ASSOCIACAO SITIO ESC,Abr
05,FLV NACIONAIS,578,31.5678771626298%,MARCIA ZENI,Jan
11,FLV NACIONAIS,578,13.9428079584775%,SILVA & STRE LTDA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,577.55,53.225867890226%,SUPER INDUSTRIAL,Fev
04,FLV NACIONAIS,577.4,36.5894769657083%,JOAO ADEMIR VARGAS V,Jan
05,FLV NACIONAIS,577,27.5389948006932%,QUIERO CAFE CAFETERI,Abr
02,FLV NACIONAIS,576.8,26.044298164287%,IRMAOS MUFFATO,Fev
04,FLV NACIONAIS,576.1,31.2804756118729%,MERCADO TODO DIA,Jan
04,FLV NACIONAIS,576,9.69677430555556%,MONTANA GRILL PB,Abr
05,FLV NACIONAIS,576,30.4811041666667%,ALCENIR MATEUS DIAS,Abr
04,FLV NACIONAIS,575.68,33.9049698667979%,AUTO POSTO COASUL,Jan
04,FLV NACIONAIS,575.6,25.5092929117443%,BONYACAI,Fev
04,FLV NACIONAIS,575.5,39.1099478714162%,MERCADO 2 IRMAOS,Fev
05,FLV NACIONAIS,575.4,29.2722054223149%,HOTEL SOLARIS,Jan
05,FLV NACIONAIS,575.2,23.7746575104312%,IRMAOS GOLO LTDA,Abr
11,FLV NACIONAIS,575,26.1390834782609%,PEGORARO COMERCIO DE,Abr
11,FLV NACIONAIS,575,14.0638104347826%,MERCADO SAO JORGE,Abr
24,FLV NACIONAIS,575,37.2690608695652%,GRUPO LY,Mar
04,FLV NACIONAIS,574,30.2652473867596%,REST PESCA NA ILHA,Mar
04,FLV NACIONAIS,574,18.3461463414634%,E L HAMMES,Mar
09,FLV NACIONAIS,573.97,31.7974737355611%,RESTCONVENIENCIA,Jan
09,FLV NACIONAIS,573.55,28.6450754075495%,SABORES DO SITIO,Abr
09,FLV NACIONAIS,573,-45.5237294938918%,SERGIO RESTAURANTE,Mar
24,FLV NACIONAIS,573,18.7215183246073%,ATACAREJO,Abr
11,FLV NACIONAIS,572.6,11.2266730991895%,A. ANGELONI & CIA,Jan
04,FLV NACIONAIS,571.45,26.2992422784146%,BUDZINSKI BUDZINSKI,Abr
05,FLV NACIONAIS,571.4,29.5804970248512%,SUPER MARCIO,Mar
11,FLV NACIONAIS,570.6,25.2149298983526%,ALFA CORONEL FREITAS,Abr
04,FLV NACIONAIS,570,25.3304561403509%,BUFFET PREMIER,Abr
04,FLV NACIONAIS,570,32.4156280701754%,ALLIUM INDUSTRIA E C,Abr
09,FLV NACIONAIS,570,-234.848557894737%,MERCADO FONGARO,Abr
05,FLV NACIONAIS,568.85,14.9197609211567%,NOSTRA CASA SUPERMER,Mar
04,FLV NACIONAIS,568.7,31.2614612273607%,VIVIAN SUPERMERCADOS,Abr
05,FLV NACIONAIS,568.6,37.3731287372494%,VILLAGGIO RESTAURANT,Jan
05,FLV NACIONAIS,568.5,24.6845664028144%,SILVONEI ROGERIO CUR,Jan
05,FLV NACIONAIS,568.5,30.8530589270009%,JANIARA KELLER,Mar
05,FLV NACIONAIS,568.35,25.9367326471365%,RICARDO GUINTER RICK,Abr
09,FLV NACIONAIS,568,-72.6753609154929%,JHONATHAN,Abr
05,FLV NACIONAIS,567.6,39.8706483439042%,ROKA MERCADOS,Mar
04,SEGMENTO ORGANICOS,567.2,54.6871791255289%,RESTAURANTE E PIZZAR,Mar
04,FLV NACIONAIS,566.4,33.081313559322%,MARCIANO DOUGLAS SCA,Fev
05,FLV NACIONAIS,566.2,38.9878788413988%,RESTAURANTE BEM ESTA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,565.77,45.9149548403061%,SUPERMERCADO PONTO X,Mar
02,FLV NACIONAIS,565.06,6.66493292747672%,U MACEDO,Mar
02,FLV NACIONAIS,565,1.25182654867256%,DEZINHO,Jan
05,FLV NACIONAIS,564.5,38.8951992914083%,CELSO GALLON ME,Mar
05,FLV NACIONAIS,564.4,22.6443426647768%,CEZAR PARIZE,Fev
04,FLV NACIONAIS,564.35,34.0552210507664%,CHURRASCARIA NADIN,Fev
04,FLV NACIONAIS,564,24.6687003546099%,SUPER BISOLO,Abr
09,FLV NACIONAIS,563.8,31.8768197942533%,BONIATTI SPECIALE CO,Mar
05,FLV NACIONAIS,563.4,30.489724884629%,RESTAURANTE BRASIL S,Abr
04,FLV NACIONAIS,563.25,28.7451504660453%,CLENIR SOUZA DE LIMA,Jan
05,FLV NACIONAIS,563.05,29.7190658023266%,SUPER COPACABANA,Abr
05,FLV NACIONAIS,562.2,34.031149057275%,EDITE NOBRE,Fev
11,FLV NACIONAIS,561,15.547303030303%,BOM PORTO,Abr
04,FLV NACIONAIS,560.35,31.6053395199429%,FORA DA HORA,Mar
05,FLV NACIONAIS,560,29.0533857142857%,TOZZO ALIMENTOS,Abr
11,FLV NACIONAIS,560,53.5903767857143%,SUPERMERCADO SENNA,Abr
12,FLV IMPORTADOS,560,27.9487464285714%,FRUTIBRASIL COMERCIO,Jan
12,FLV IMPORTADOS,560,8.07538571428572%,BERGAMINI,Mar
11,FLV NACIONAIS,559.9,-7.77939453473837%,CAROLINE COSTA,Jan
04,FLV NACIONAIS,559.7,26.8390101840272%,SUPERMERCADO BRUDER,Jan
05,FLV NACIONAIS,559,22.5038443649374%,PASQUALOTTI E CIA,Abr
05,FLV NACIONAIS,559,21.6269499105546%,CLEIDI APARECIDA GHE,Fev
05,FLV NACIONAIS,558.75,25.8401395973154%,MERCADO FESTUGATO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,557.87,48.5515137935361%,MAGO DAS COSTELAS,Fev
13,FLV NACIONAIS,557.1,18.5852324537785%,SUPERMERCADO BARATAO,Abr
12,FLV IMPORTADOS,557,26.3600276780371%,L E G ALIMETOS,Abr
02,FLV NACIONAIS,556,19.8909694244604%,SIDNEI,Jan
05,FLV NACIONAIS,555,14.073390990991%,SUPERMERCADO ANSILIE,Abr
09,FLV NACIONAIS,555,32.8650216216216%,RESTAURANTE BISTECAO,Abr
09,FLV NACIONAIS,555,-27.3264486486486%,ANTONIO CARLOS,Fev
11,FLV NACIONAIS,555,40.822%,MERCADO SANTA HELENA,Abr
04,FLV NACIONAIS,554,28.6339097472924%,JOAO ADEMIR VARGAS V,Mar
16,FLV NACIONAIS,553.5,10.4197308039747%,MERCADO GRANDO,Fev
04,FLV NACIONAIS,553.1,22.0222871090219%,BENEDITO BAR,Abr
14,ALIMENTOS INDUSTRIALIZADOS,552.61,49.6762599301497%,COELLI E CIA,Mar
05,FLV NACIONAIS,551.2,27.6992888243832%,MERCADO EXPOENTE,Jan
04,FLV NACIONAIS,551,33.5620635208711%,FINO TRATO,Fev
09,FLV NACIONAIS,550.74,32.2552801685006%,WANDERLEI LUIZ BATIS,Fev
11,SEGMENTO ORGANICOS,550,21.9286036363636%,W G BRASIL COMERCIAL,Mar
11,FLV NACIONAIS,550,15.6177781818182%,MERCADO CARLAO,Abr
11,FLV NACIONAIS,550,25.6143945454545%,CAMPO MIX ALIMENTOS,Abr
11,FLV NACIONAIS,550,-0.450467272727284%,C E S COM VAREJISTA,Jan
15,FLV NACIONAIS,550,18.1818181818182%,HORTIFRUTI CHANAN,Fev
24,FLV NACIONAIS,550,18.4236%,KK HORTIFRUTI,Mar
04,FLV NACIONAIS,549.9,28.829621749409%,MARIFRAN SABORES,Abr
05,FLV NACIONAIS,549.4,40.6592227884965%,COOP REG AURIVERDE,Abr
04,SEGMENTO ORGANICOS,549.06,35.3021473063053%,BITTENCOURT SUPERMER,Abr
05,FLV NACIONAIS,548.4,35.6465882567469%,LANCHONETE AGUIA,Abr
11,FLV NACIONAIS,548,9.63027919708031%,NEIDE APARECIDA SANT,Abr
04,FLV NACIONAIS,547.5,19.2039470319635%,CHURRASC BEIRA RIO,Jan
15,FLV NACIONAIS,547,21.1162906764168%,MERCADINHO IMPERIAL,Fev
04,SEGMENTO ORGANICOS,546.7,47.1580885311871%,SUP. GADOTTI,Jan
09,FLV NACIONAIS,546.45,8.05579833470585%,PESQUEIRO E RESTAURA,Jan
04,FLV NACIONAIS,546.25,12.3362270022883%,MERCADO OSVALDO CRUZ,Fev
02,FLV NACIONAIS,546,6.53661172161173%,S M K DOS SANTOS GEN,Mar
13,SEGMENTO ORGANICOS,545.98,38.3661379537712%,AINA KOMBUCHA,Jan
11,FLV NACIONAIS,545,23.7626201834862%,SUPERMERCADO PILARZI,Abr
15,FLV NACIONAIS,545,1.79040000000001%,DIRCEU SILVA,Fev
09,FLV NACIONAIS,544.6,20.4628002203452%,JELSON DA COSTA PINH,Mar
05,FLV NACIONAIS,544.5,41.3534325068871%,TUFFYS,Fev
23,SEGMENTO ORGANICOS,544,23.5294117647059%,DOUBLETREE BY HILTON,Mar
05,FLV NACIONAIS,543.81,35.5214063735496%,CASA DE CARNES,Mar
04,FLV NACIONAIS,543.35,27.9356436919113%,SUPER ESTRELA CENTRO,Abr
04,FLV NACIONAIS,543.1,24.3420235684036%,CHURRASCARIA MORESCO,Jan
05,FLV NACIONAIS,542.99,34.5351645518334%,MONAPIZZA,Jan
02,FLV NACIONAIS,542.52,34.3485862272359%,TOMATAO HORTIFRUTI,Fev
04,SEGMENTO ORGANICOS,542.5,13.4449142857143%,MANO MANFROI,Jan
05,FLV NACIONAIS,541.75,28.4731149053992%,EMPORIO COLONIAL,Abr
05,FLV NACIONAIS,541.55,29.472466069615%,CARUS E CARUS LTDA,Mar
14,ALIMENTOS INDUSTRIALIZADOS,541.17,41.4727331522442%,SUPER DESTAKE,Mar
16,FLV NACIONAIS,541.1,22.6984753280355%,SUPERMERCADO LIZZA,Abr
04,FLV NACIONAIS,541,21.2261959334566%,SUPER MARANGON,Abr
21,FLV NACIONAIS,540.5,19.1095115633673%,DIOGO HENRIQUE DE FR,Jan
04,FLV NACIONAIS,540.45,4.1243593301878%,MARLI RODRIGUES DA S,Fev
02,FLV NACIONAIS,540.02,24.7002481389578%,ASSONI,Fev
04,SEGMENTO ORGANICOS,540,25%,COOPERATIVA AGROPECU,Jan
04,FLV NACIONAIS,540,18.5200074074074%,ATACADO BEAL,Mar
05,FLV NACIONAIS,540,30.2270425925926%,RANCHO DISTRIBUIDORA,Fev
05,FLV NACIONAIS,539.75,32.2728392774433%,MERCADO TODA HORA,Abr
21,FLV NACIONAIS,539.3,18.7210624884109%,VO ANA BOLOS CASEIRO,Jan
04,FLV NACIONAIS,538.75,35.8000575406033%,MERCADO TRESKI,Fev
09,FLV NACIONAIS,538.7,22.5717189530351%,MERCADO ARAPONGAS,Abr
09,FLV NACIONAIS,538.1,23.040639286378%,AMI SERVICOS E REFEI,Mar
13,SEGMENTO ORGANICOS,537.64,39.0444702775091%,DISPER,Abr
09,FLV NACIONAIS,537.6,23.9601209077381%,CASA BRASIL,Fev
21,FLV NACIONAIS,537.5,32.0906976744186%,E M MERCADO GOBBI,Jan
04,FLV NACIONAIS,536.5,26.0511332712022%,RESTAURANTE PAVANELL,Abr
05,FLV NACIONAIS,535.8,28.352618514371%,SUPERMERCADO PANSERA,Fev
05,FLV NACIONAIS,535.8,21.8451493094438%,BRUNA TAINA DE JESUS,Jan
05,FLV NACIONAIS,535.65,19.0137907215533%,REFUGIO 324,Abr
21,FLV NACIONAIS,535.5,25.7220373482726%,MAROMBI ALIMENTOS,Jan
23,FLV NACIONAIS,535.5,12.2886013071896%,MERCADO MORUMBI,Abr
11,FLV NACIONAIS,535,19.2313551401869%,MILIANE DOS SANTOS,Jan
24,FLV NACIONAIS,535,23.1791906542056%,REDE SERVE MAIS,Fev
04,FLV NACIONAIS,534.95,32.7641069258809%,SUPERMERCADO PERETTI,Fev
16,FLV NACIONAIS,534.8,28.6261724008975%,MERCADO CIRELLI,Mar
04,FLV NACIONAIS,534.1,24.9301457281646%,COASUL - SULINA,Mar
04,FLV NACIONAIS,533.75,37.8360524590164%,MERCADO TRESKI,Jan
05,FLV NACIONAIS,532.8,34.3353697447447%,ESFERA ATACADISTA,Fev
05,FLV NACIONAIS,532.2,29.4368714768884%,MERCADO MENDES,Mar
05,FLV NACIONAIS,532.04,23.5200567626494%,SANTOS S A,Abr
09,FLV NACIONAIS,532,-83.5675056390977%,SERGIO VENDELINO,Mar
09,FLV NACIONAIS,532,14.2479323308271%,BEAL FACULDADE,Mar
15,FLV NACIONAIS,532,14.9593703007519%,BARTOLO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,531.9,37.3753092686595%,BAVARESCO E CARA,Abr
05,FLV NACIONAIS,531.15,13.4404537324673%,TUFFYS,Jan
04,FLV NACIONAIS,531,26.7661111111111%,POSTO SIVIERO,Abr
05,FLV NACIONAIS,530.6,28.0680098002262%,MERCADO CRESPI,Fev
05,FLV NACIONAIS,530.5,40.5194137606032%,SUPERMERCADO PAVAN,Jan
05,FLV NACIONAIS,530.4,30.4724660633484%,CASA DE CARNES,Abr
09,FLV NACIONAIS,530.4,-32.9363103318251%,SERGIO RESTAURANTE,Jan
02,FLV NACIONAIS,530,62.427520754717%,LUCAS,Fev
11,SEGMENTO ORGANICOS,530,16.4328396226415%,NEVIO FRANCISCO,Mar
15,FLV NACIONAIS,530,8.86428490566038%,MAICON GEOVANE,Mar
15,FLV NACIONAIS,530,18.6964811320755%,ELSO,Abr
04,SEGMENTO ORGANICOS,529.6,41.6997299848943%,REDE LAR  - LJ 05,Mar
04,FLV NACIONAIS,529.5,32.8196638338055%,MERCADO DAROS,Mar
04,FLV NACIONAIS,529.4,26.9809954665659%,J D SERVICOS QUEDAS,Fev
04,SEGMENTO ORGANICOS,529.1,47.8895142695143%,ZENI SUPERMERCADO,Jan
04,FLV NACIONAIS,529,40.6689338374291%,CLARECI EVANGELISTA,Mar
09,FLV NACIONAIS,528,-11.3627272727273%,ADRIANO RODRIGUES,Fev
11,SEGMENTO ORGANICOS,528,18.6859621212121%,SUPERMERCADO BETARAS,Mar
13,SEGMENTO ORGANICOS,528,28.7962215909091%,FRUTARIA LAGOA,Fev
04,SEGMENTO ORGANICOS,527.6,61.7525208491281%,TUNA SUSHI,Jan
04,FLV NACIONAIS,527.6,32.3880326004549%,SUPERMERCADO LUIZ FO,Abr
11,FLV NACIONAIS,527,22.3339962049336%,SUPERMERCADO FABIO,Mar
05,FLV NACIONAIS,526.6,33.8351044436005%,SUPERMERCADO MICHELI,Fev
04,FLV NACIONAIS,526.27,31.9532673342581%,GABRIELI BENTO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,525.83,52.8406310024152%,SUPERMERCADO RAIZ,Mar
04,FLV NACIONAIS,525.5,35.4050066603235%,CHURRASCARIA MORESCO,Mar
04,FLV NACIONAIS,525.25,31.1667986673013%,PAROQUIA SAO FRANCIS,Jan
09,FLV NACIONAIS,525.25,33.4346273203237%,A K NUNES CONVENIENC,Fev
02,FLV NACIONAIS,525,30.7858380952381%,SERGINHO,Jan
11,SEGMENTO ORGANICOS,525,18.5457142857143%,SUPER SANTA MARTA,Abr
11,FLV NACIONAIS,525,56.0443295238095%,MERCADO FORTALEZA,Fev
16,SEGMENTO ORGANICOS,525,28.7214742857143%,ALEXANDRE ALCIRIO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,524.94,46.0179315731322%,MERCADO DA LUCIA,Jan
04,FLV NACIONAIS,524.65,31.6414981416182%,FORA DA HORA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,524,50.2202881679389%,M C GIRALDELLO,Mar
05,FLV NACIONAIS,523.8,27.4933676975945%,MAXI FRUTAS,Mar
05,FLV NACIONAIS,523.45,24.3159060082147%,ADILSON FORTES MOURA,Abr
04,SEGMENTO ORGANICOS,523,56.1934416826004%,BOM SABOR,Fev
04,FLV NACIONAIS,522.3,35.3303178250048%,CLAUDEMIR,Jan
16,FLV NACIONAIS,522.18,15.2664311157072%,PATO BRAGADO COMERCI,Jan
04,SEGMENTO ORGANICOS,522,43.6175268199234%,FRUTARIA MELO,Fev
04,FLV NACIONAIS,521.5,20.780347075743%,MERCADO MONTEIRO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,521.35,51.3251251558454%,RESTAURANTE RAFANN,Mar
09,FLV NACIONAIS,521.22,-19.0467153984882%,PAULA RAYANE RIBEIRO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,520.22,53.1056418438353%,ACOUGUE DO NEGUINHO,Fev
04,FLV NACIONAIS,520,24.9445269230769%,SABOR DE MAE,Mar
11,FLV NACIONAIS,520,43.4096846153846%,MERCADO PRECO BAIXO,Jan
11,FLV NACIONAIS,520,47.52775%,A P F BORTOT LTDA,Abr
12,FLV IMPORTADOS,520,23.0817480769231%,SUPERMERCADO LIMA,Jan
15,FLV NACIONAIS,520,13.9557288461538%,GOMES E SILVA COMERC,Fev
24,FLV NACIONAIS,520,17.0290230769231%,MERCADO NOVO LAR,Abr
14,ALIMENTOS INDUSTRIALIZADOS,519.66,22.6155024439056%,DONA INES MARMITAS,Mar
05,FLV NACIONAIS,519.4,35.4008240277243%,SONIA CRISTIANE BAND,Jan
21,FLV NACIONAIS,518.7,24.7148544438018%,RANGOH FIT,Jan
05,FLV NACIONAIS,518.4,25.9873070987654%,MERCADO AGUA AZUL,Abr
14,ALIMENTOS INDUSTRIALIZADOS,518.28,50.1602840163618%,MERCADO SILVA,Fev
14,ALIMENTOS INDUSTRIALIZADOS,518,47.477388030888%,BRASIL GRILL,Jan
14,ALIMENTOS INDUSTRIALIZADOS,517.92,38.4071181177595%,LOJA 57 CAFELANDIA,Fev
05,FLV NACIONAIS,517.5,40.1825855072464%,MACIEL SOCCOL,Mar
11,FLV NACIONAIS,517,39.8966228239845%,COCO E KRENSKI,Mar
14,ALIMENTOS INDUSTRIALIZADOS,516.75,82.8232646347364%,MERCADO NOVA VENEZA,Mar
09,FLV NACIONAIS,516.6,27.3812524196671%,AGS COMERCIO DE ALIM,Mar
05,FLV NACIONAIS,515.75,25.6516160930683%,MAINO DARCI ALLEBRAN,Abr
04,FLV NACIONAIS,515,33.5084912621359%,MARMITARIA TEMPEROS,Abr
11,FLV NACIONAIS,515,51.5019145631068%,MERCADO TRADICAO,Mar
11,FLV NACIONAIS,515,53.6434601941748%,MARTELLI & CIA LTDA,Mar
24,FLV NACIONAIS,515,27.1194815533981%,BOM GOSTO SANTA ISAB,Abr
14,ALIMENTOS INDUSTRIALIZADOS,514.43,51.3600664813483%,MERCADO SUDOESTE,Mar
05,FLV NACIONAIS,514.4,25.7897433903577%,MERCADO SUPERMAIS,Mar
05,FLV NACIONAIS,513.5,36.0320389483934%,POSTO MARCON,Mar
21,FLV NACIONAIS,513.26,23.0496161789347%,SUPERMERCADO CRISTAL,Fev
21,FLV NACIONAIS,512.2,32.8153904724717%,MERCADO 4 IRMAOS,Jan
15,FLV NACIONAIS,512,15.844158203125%,SUPERMERCADO ROYAL,Abr
04,SEGMENTO ORGANICOS,511,53.1380802348337%,SUPERMERCADO VARGAS,Mar
15,FLV NACIONAIS,511,1.75545596868885%,ELISA,Fev
04,SEGMENTO ORGANICOS,510.9,43.7626521824232%,RESTAURANTE CARNE NA,Jan
04,FLV NACIONAIS,510.75,35.1396632403328%,LIMBER SOFTWARE,Fev
14,ALIMENTOS INDUSTRIALIZADOS,510.66,51.2669976109349%,ESPETINHO DA PRACA,Mar
09,FLV NACIONAIS,510.57,27.2041757251699%,MERCEARIA CAACUPE,Fev
05,FLV NACIONAIS,510.4,28.3758405172414%,SUPER SAO FRANCISCO,Mar
05,FLV NACIONAIS,510.01,21.97216133017%,IMPERIO BEBIDAS,Abr
11,FLV NACIONAIS,510,14.1488411764706%,SUPERMERCADO COMPANI,Fev
11,FLV NACIONAIS,510,53.2279745098039%,COSTA COMERCIO VAREJ,Fev
14,ALIMENTOS INDUSTRIALIZADOS,509.35,52.9481927947384%,RESTAURANTE RAFANN,Fev
14,ALIMENTOS INDUSTRIALIZADOS,509.25,49.0381993127148%,SUPERMERCADO BANDEIR,Mar
04,FLV NACIONAIS,509,41.0628722986248%,SALGADOS DIMESA,Fev
04,FLV NACIONAIS,509,42.3366345776031%,RESTAURANTE MORESCO,Abr
04,FLV NACIONAIS,508.8,7.0377358490566%,VERDURAO REALEZA,Abr
05,FLV NACIONAIS,508,43.3446318897638%,VILLAGGIO RESTAURANT,Mar
15,FLV NACIONAIS,508,10.9483169291339%,G M NASSAR E CIA,Jan
16,FLV NACIONAIS,508,21.8044586614173%,IGREJA DO SETIMO DIA,Jan
05,FLV NACIONAIS,507.05,22.9860585741051%,COOPERVAL,Abr
02,FLV NACIONAIS,507,34.1792524654832%,SUPERMERCADO GEGOSKI,Mar
05,FLV NACIONAIS,507,22.7803057199211%,CASA LAR D. MARIA,Fev
04,FLV NACIONAIS,506.35,29.5678601757677%,JOAO ADEMIR VARGAS V,Fev
04,FLV NACIONAIS,506,17.8880276679842%,PADARIA SCHENA,Fev
15,FLV NACIONAIS,506,11.1708675889328%,NICOLAS,Mar
10,FLV NACIONAIS,505.92,25.5408364958887%,PRAIA COMPRIDA HOTEL,Mar
11,FLV NACIONAIS,505,19.7071722772277%,UNIMARC COMERCIO,Jan
11,FLV NACIONAIS,505,10.0490574257426%,SUPERMERCADO PONTARO,Jan
09,FLV NACIONAIS,504.6,28.0824217201744%,AMI SERVICOS E REFEI,Abr
05,FLV NACIONAIS,504,27.3979166666667%,ANDREIA GONCALVES 06,Jan
10,FLV NACIONAIS,504,19.4535496031746%,SUL FRUTAS COMERCIO,Jan
15,FLV NACIONAIS,504,14.5953293650794%,JOSE NILSON,Abr
09,FLV NACIONAIS,502.91,39.5289336064107%,DARCI TURRA,Mar
05,FLV NACIONAIS,502.55,26.6276768480748%,CLEBER GOMES SILVEIR,Fev
05,FLV NACIONAIS,501.9,32.2488204821678%,COM ALIMENTOS BOTH,Fev
09,FLV NACIONAIS,500.9,27.3153902974646%,PEDRALLI SUPERMERCAD,Mar
24,FLV NACIONAIS,500.01,46.9097498050039%,HORTIFRUTI SAO PAULO,Fev
02,FLV NACIONAIS,500,-779.899556%,JOAO,Fev
11,SEGMENTO ORGANICOS,500,14.472936%,SUPERMERCADO COMPANI,Mar
11,SEGMENTO ORGANICOS,500,14.472936%,SUPERMERCADO BONI,Mar
11,FLV NACIONAIS,500,20.7895621052632%,AMA LOJA 02,Mar
05,FLV NACIONAIS,498.8,39.0597834803529%,MERCADO GASPARETTO,Fev
15,FLV NACIONAIS,498,18.8218634538153%,NELSON AKIRA,Jan
05,FLV NACIONAIS,498,37.8623915662651%,KAMYLLE LOURENCO APP,Mar
04,FLV NACIONAIS,497.75,22.4738985434455%,VANEI MARIA DA SILVA,Abr
09,FLV NACIONAIS,497.7,28.3532489451477%,SUPERMERCADO SOLAR,Abr
15,FLV NACIONAIS,497.5,7.68661708542714%,SUPERMERCADO REAL PE,Jan
04,FLV NACIONAIS,497.2,20.0044006436042%,VANEI MARIA DA SILVA,Fev
05,FLV NACIONAIS,497,21.0582012072435%,G D RESTAURANTE,Abr
14,ALIMENTOS INDUSTRIALIZADOS,496.46,52.8483120493091%,MERCADO ECONOMICO,Jan
05,FLV NACIONAIS,496.1,28.0734751058254%,MERCADO KALIFUR,Abr
15,FLV NACIONAIS,496,12.3473931451613%,MATHEUS,Fev
04,FLV NACIONAIS,495.85,19.6911808006454%,ROTA 21,Abr
05,FLV NACIONAIS,495.7,25.5220617308856%,MERCADO SUPERMAIS,Fev
04,FLV NACIONAIS,495.3,29.9904239854634%,DONA INES MARMITAS,Jan
02,FLV NACIONAIS,495,-19.5690383838384%,LUIZ NUNES CARVALHO,Mar
09,FLV NACIONAIS,495,29.9002666666667%,MERCADO E ACOUGUE,Abr
09,FLV NACIONAIS,495,11.4133441946345%,BEAL VELHO,Abr
09,FLV NACIONAIS,495,11.4133441946345%,BEAL NOVO,Abr
11,FLV NACIONAIS,495,13.889995959596%,GB HORTIFRUTI,Abr
11,FLV NACIONAIS,495,20.814004040404%,COPERCAMPOS,Mar
11,FLV NACIONAIS,495,32.2408868686869%,CEREJEIRA LOJA 07,Fev
15,FLV NACIONAIS,495,26.9058505050505%,LEONARDO NASCIMENTO,Fev
05,FLV NACIONAIS,494.5,28.4042184024267%,MERC. ANTONINI,Jan
09,FLV NACIONAIS,494.5,31.7782810920122%,IDEAL SUPERMERCADO,Abr
04,SEGMENTO ORGANICOS,494,31.6859817813765%,MERCADO 2000 TON,Mar
09,FLV NACIONAIS,494,31.9680222672065%,ZENO ALIMENTOS,Mar
09,FLV NACIONAIS,492.8,23.039724025974%,MERCADO PEROLA,Abr
09,FLV NACIONAIS,492,-43.7232723577236%,SUPERMERCADO BOA VIS,Abr
14,ALIMENTOS INDUSTRIALIZADOS,491.74,35.3795725383333%,SUPERMERCADO FAMILIA,Fev
04,FLV NACIONAIS,491.6,42.2459703010578%,ANMO COZINHA,Abr
04,FLV NACIONAIS,491.4,22.0574928774929%,BETEL RESTAURANTE,Abr
02,FLV NACIONAIS,491.2,21.6633631921824%,MERCADO MODELO,Fev
09,SEGMENTO ORGANICOS,491.2,21.6181697882736%,PQUE.VERDE,Abr
15,FLV NACIONAIS,491,50.2050061099796%,DIRCEU SILVA,Abr
05,FLV NACIONAIS,490.4,35.0628874388255%,ENGENHOS GRILL,Abr
09,FLV NACIONAIS,490.35,-96.2695523605588%,EMERSON,Jan
